"","Média","DP","parametros","Viés","EQM","CA","CC","N","tau"
"27",5.46066179955374,2.51804307549423,3,2.46066179955374,12.3953974218275,0.702858913118413,2.03161564817568,50,0.5
"28",4.11201131009104,2.5206767230811,5,-0.887988689908958,7.14233505568912,0.285280216094895,2.35823097540689,50,0.5
"29",6.19419001253963,3.7911076110482,3,3.19419001253963,24.5753467547555,-0.257304523317265,1.35635018489991,50,0.5
"30",0.486715430286605,0.0518579988234459,0.5,-0.0132845697133954,0.00286573183444258,-0.138486319369847,3.10052650099909,50,0.5
"31",0.240941224204035,0.0898465722402605,0.2,0.0409412242040346,0.00974859038264938,0.0377135444535408,2.6380165006665,50,0.5
"32",1.48062674762538,0.090381665825349,1.5,-0.0193732523746217,0.00854416842493585,-0.141980892307176,3.00557619106331,50,0.5
"33",5.01935567005011,2.52741116235236,3.5,1.51935567005011,8.69624883569676,0.885771002061845,2.68208970544695,200,0.5
"34",9.39752337596239,1.48463061955137,11.2,-1.80247662403761,5.45305005671151,-3.00870623806588,11.4925347434086,200,0.5
"35",3.6097077102332,1.31348432112516,3,0.609707710233198,2.09698455375944,2.9360955433736,11.9429005238547,200,0.5
"36",4.50168549783034,1.37260153999832,5,-0.49831450216966,2.13235233067835,-0.811777541702608,4.42719975704456,200,0.5
"37",4.83720674213341,3.08276555944001,3,1.83720674213341,12.8787721078099,0.578946366876782,1.86919307653875,200,0.5
"38",0.496906945631939,0.0263636635040825,0.5,-0.00309305436806073,0.000704609738680273,-0.147042775205171,2.85832184462654,200,0.5
"39",0.215214731961199,0.0463627174831611,0.2,0.0152147319611992,0.00238098964107455,0.199211815172308,3.16836896013029,200,0.5
"40",1.48348513888443,0.0458611858815728,1.5,-0.016514861115571,0.00237598900813077,0.0177268677239069,3.13286281709005,200,0.5
"41",4.39058381149046,1.79776040641816,3.5,0.890583811490457,4.02508200417367,1.74937974810055,6.16539850219057,500,0.5
"42",9.6571024475046,0.984741093354173,11.2,-1.5428975524954,3.35024787843668,-3.95428751416638,18.55065540118,500,0.5
"43",3.16997784537228,0.588187584392161,3,0.169977845372281,0.374857102350489,5.31289596207804,42.0110974591135,500,0.5
"44",4.77485076397162,0.745033044020905,5,-0.225149236028382,0.60576641516722,-1.17300129360194,8.86537494080341,500,0.5
"45",4.26545020100397,2.39646347678104,3,1.26545020100397,7.34440140676644,1.02762812404837,3.08127347391094,500,0.5
"46",0.49948824012144,0.0168301622415467,0.5,-0.000511759878560059,0.000283516259250089,-0.0698885869123795,2.90212800350268,500,0.5
"47",0.208614880878984,0.028893575999427,0.2,0.00861488087898446,0.000909054906593757,0.0731529494864255,3.09581916761283,500,0.5
"48",1.48593374717924,0.0301216710079457,1.5,-0.014066252820764,0.00110517453272857,0.07238146480687,3.00230957372863,500,0.5
"49",6.41063165215568,3.33696166134494,3.5,2.91063165215568,19.6070897438165,-0.244591690666991,1.5571884807799,50,0.9
"50",8.7340698620098,2.36661644849166,11.2,-2.4659301379902,11.6816848597196,-1.74815374198249,4.71828506912787,50,0.9
"51",5.15387653028863,2.49815491806917,3,2.15387653028863,10.8799621024013,0.797436341083772,2.28435420198092,50,0.9
"52",4.26707791643,2.44705155112389,5,-0.732922083570005,6.52523607444241,0.288908080416757,2.44992122798552,50,0.9
"53",5.62433156858479,3.67844053909706,3,2.62433156858479,20.4180409815434,0.0307904964169862,1.37657227910994,50,0.9
"54",0.565159099174108,0.0578164095605716,0.5,0.0651590991741083,0.00758844541965704,0.0488268093951171,2.90458320398862,50,0.9
"55",0.218205192745699,0.09312423467148,0.2,0.0182051927456986,0.00900355212605691,0.108561092997359,3.28055648912977,50,0.9
"56",1.2615338383789,0.0884924844340304,1.5,-0.238466161621098,0.0646970300396069,0.0327731599761318,2.83009592592683,50,0.9
"57",5.0491218786438,2.91245047959136,3.5,1.5491218786438,10.8821463909649,0.718512305037314,2.16096381830701,200,0.9
"58",8.93179915316919,1.85752889574449,11.2,-2.26820084683081,8.59514868008976,-1.84906800881528,5.35223948433168,200,0.9
"59",3.38495836108484,1.20138602087603,3,0.384958361084844,1.59152131092546,2.48228184611125,10.8147563964514,200,0.9
"60",4.74822931994137,1.29417073274729,5,-0.251770680058626,1.73826636083683,-0.247891368819359,5.20846300164843,200,0.9
"61",3.90058692063475,2.74285815548346,3,0.900586920634752,8.33432766272051,1.061666595553,2.95520953793988,200,0.9
"62",0.576103267500292,0.0305897211054135,0.5,0.0761032675002919,0.00672743836152797,-0.0231670988972349,3.03113384622181,200,0.9
"63",0.210085721390181,0.0457587204576823,0.2,0.0100857213901812,0.00219558227388467,0.160201371786515,2.95920321954383,200,0.9
"64",1.25607338456826,0.0477374888257085,1.5,-0.243926615431738,0.0617790615553677,0.0505251969008906,2.79263688712196,200,0.9
"65",4.98677895039758,2.63903258257428,3.5,1.48677895039758,9.17500461923399,1.16459879695788,2.77779467352576,500,0.9
"66",9.18692937223633,1.37932368208505,11.2,-2.01307062776367,5.95498717232549,-1.60150428444011,4.01904630672955,500,0.9
"67",2.91329665275323,0.518547377739444,3,-0.0867033472467691,0.276408853384247,2.38854191947745,20.0492615181277,500,0.9
"68",4.64217389142824,0.753702306004403,5,-0.357826108571762,0.696106690051965,-0.878089955675983,4.99711324340594,500,0.9
"69",3.42356593621867,1.72775412021168,3,0.423565936218667,3.16454240223324,1.66421456538097,5.97586535150509,500,0.9
"70",0.577890636533676,0.0197968872449708,0.5,0.0778906365336758,0.00645886800421127,-0.0229565059586329,2.95289053502573,500,0.9
"71",0.206746042000031,0.0306836810929362,0.2,0.00674604200003098,0.000986997368079195,0.0334124643239956,2.94483685324612,500,0.9
"72",1.26096789514252,0.0290362434811803,1.5,-0.239032104857475,0.0579794505880933,0.0411441352810003,2.9231475919396,500,0.9
